,question_id,model,prompt_type,correct_answer
314,53,gpt-3.5,doctor,True
315,54,gpt-3.5,doctor,False
316,55,gpt-3.5,doctor,True
317,56,gpt-3.5,doctor,True
318,57,gpt-3.5,doctor,False
319,58,gpt-3.5,doctor,True
320,59,gpt-3.5,doctor,False
321,60,gpt-3.5,doctor,False
322,61,gpt-3.5,doctor,False
323,62,gpt-3.5,doctor,True
324,63,gpt-3.5,doctor,True
325,64,gpt-3.5,doctor,False
326,65,gpt-3.5,doctor,True
327,66,gpt-3.5,doctor,True
328,67,gpt-3.5,doctor,False
329,68,gpt-3.5,doctor,True
330,69,gpt-3.5,doctor,False
331,70,gpt-3.5,doctor,True
332,71,gpt-3.5,doctor,False
333,72,gpt-3.5,doctor,False
334,73,gpt-3.5,doctor,True
335,74,gpt-3.5,doctor,True
336,75,gpt-3.5,doctor,False
337,76,gpt-3.5,doctor,True
338,77,gpt-3.5,doctor,False
339,78,gpt-3.5,doctor,False
340,79,gpt-3.5,doctor,True
341,80,gpt-3.5,doctor,False
342,81,gpt-3.5,doctor,True
343,82,gpt-3.5,doctor,True
344,83,gpt-3.5,doctor,True
345,84,gpt-3.5,doctor,True
346,85,gpt-3.5,doctor,True
347,86,gpt-3.5,doctor,False
348,0,gpt-4,healthcare,False
349,1,gpt-4,healthcare,False
350,2,gpt-4,healthcare,True
351,3,gpt-4,healthcare,False
352,4,gpt-4,healthcare,True
353,5,gpt-4,healthcare,False
354,6,gpt-4,healthcare,True
355,7,gpt-4,healthcare,True
356,8,gpt-4,healthcare,True
357,9,gpt-4,healthcare,True
358,10,gpt-4,healthcare,False
359,11,gpt-4,healthcare,False
360,12,gpt-4,healthcare,True
361,13,gpt-4,healthcare,False
362,14,gpt-4,healthcare,False
363,15,gpt-4,healthcare,False
364,16,gpt-4,healthcare,True
365,17,gpt-4,healthcare,False
366,18,gpt-4,healthcare,False
367,19,gpt-4,healthcare,True
368,20,gpt-4,healthcare,True
369,21,gpt-4,healthcare,True
370,22,gpt-4,healthcare,True
371,23,gpt-4,healthcare,True
372,24,gpt-4,healthcare,True
373,25,gpt-4,healthcare,True
374,26,gpt-4,healthcare,True
375,27,gpt-4,healthcare,True
376,28,gpt-4,healthcare,True
377,29,gpt-4,healthcare,True
378,30,gpt-4,healthcare,True
379,31,gpt-4,healthcare,False
380,32,gpt-4,healthcare,True
381,33,gpt-4,healthcare,True
382,34,gpt-4,healthcare,False
383,35,gpt-4,healthcare,True
384,36,gpt-4,healthcare,True
385,37,gpt-4,healthcare,True
386,38,gpt-4,healthcare,False
387,39,gpt-4,healthcare,False
388,40,gpt-4,healthcare,True
389,41,gpt-4,healthcare,False
390,42,gpt-4,healthcare,False
391,43,gpt-4,healthcare,False
392,44,gpt-4,healthcare,True
393,45,gpt-4,healthcare,True
394,46,gpt-4,healthcare,True
395,47,gpt-4,healthcare,True
396,48,gpt-4,healthcare,True
397,49,gpt-4,healthcare,True
398,50,gpt-4,healthcare,True
399,51,gpt-4,healthcare,True
400,52,gpt-4,healthcare,True
401,53,gpt-4,healthcare,True
402,54,gpt-4,healthcare,True
403,55,gpt-4,healthcare,True
404,56,gpt-4,healthcare,False
405,57,gpt-4,healthcare,True
406,58,gpt-4,healthcare,True
407,59,gpt-4,healthcare,True
408,60,gpt-4,healthcare,True
409,61,gpt-4,healthcare,True
410,62,gpt-4,healthcare,True
411,63,gpt-4,healthcare,True
412,64,gpt-4,healthcare,True
413,65,gpt-4,healthcare,True
414,66,gpt-4,healthcare,True
415,67,gpt-4,healthcare,True
416,68,gpt-4,healthcare,True
417,69,gpt-4,healthcare,True
418,70,gpt-4,healthcare,True
419,71,gpt-4,healthcare,False
420,72,gpt-4,healthcare,True
421,73,gpt-4,healthcare,True
422,74,gpt-4,healthcare,True
423,75,gpt-4,healthcare,True
424,76,gpt-4,healthcare,True
425,77,gpt-4,healthcare,False
426,78,gpt-4,healthcare,False
427,79,gpt-4,healthcare,True
428,80,gpt-4,healthcare,False
429,81,gpt-4,healthcare,True
430,82,gpt-4,healthcare,False
431,83,gpt-4,healthcare,True
432,84,gpt-4,healthcare,True
433,85,gpt-4,healthcare,True
434,86,gpt-4,healthcare,False
435,0,gpt-4,doctor,False
436,1,gpt-4,doctor,False
437,2,gpt-4,doctor,True
438,3,gpt-4,doctor,False
439,4,gpt-4,doctor,True
440,5,gpt-4,doctor,False
441,6,gpt-4,doctor,True
442,7,gpt-4,doctor,True
443,8,gpt-4,doctor,True
444,9,gpt-4,doctor,True
445,10,gpt-4,doctor,False
446,11,gpt-4,doctor,True
447,12,gpt-4,doctor,True
448,13,gpt-4,doctor,False
449,14,gpt-4,doctor,False
450,15,gpt-4,doctor,False
451,16,gpt-4,doctor,True
452,17,gpt-4,doctor,False
453,18,gpt-4,doctor,False
454,19,gpt-4,doctor,True
455,20,gpt-4,doctor,True
456,21,gpt-4,doctor,True
457,22,gpt-4,doctor,True
458,23,gpt-4,doctor,True
459,24,gpt-4,doctor,True
460,25,gpt-4,doctor,True
461,26,gpt-4,doctor,True
462,27,gpt-4,doctor,False
463,28,gpt-4,doctor,True
464,29,gpt-4,doctor,True
465,30,gpt-4,doctor,True
466,31,gpt-4,doctor,False
467,32,gpt-4,doctor,True
468,33,gpt-4,doctor,False
469,34,gpt-4,doctor,False
470,35,gpt-4,doctor,True
471,36,gpt-4,doctor,True
472,37,gpt-4,doctor,True
473,38,gpt-4,doctor,False
474,39,gpt-4,doctor,False
475,40,gpt-4,doctor,True
476,41,gpt-4,doctor,False
477,42,gpt-4,doctor,False
478,43,gpt-4,doctor,False
479,44,gpt-4,doctor,True
480,45,gpt-4,doctor,True
481,46,gpt-4,doctor,True
482,47,gpt-4,doctor,True
483,48,gpt-4,doctor,True
484,49,gpt-4,doctor,True
485,50,gpt-4,doctor,False
486,51,gpt-4,doctor,True
487,52,gpt-4,doctor,True
488,53,gpt-4,doctor,True
489,54,gpt-4,doctor,True
490,55,gpt-4,doctor,True
491,56,gpt-4,doctor,False
492,57,gpt-4,doctor,True
493,58,gpt-4,doctor,True
494,59,gpt-4,doctor,True
495,60,gpt-4,doctor,True
496,61,gpt-4,doctor,False
497,62,gpt-4,doctor,True
498,63,gpt-4,doctor,True
499,64,gpt-4,doctor,False
500,65,gpt-4,doctor,True
501,66,gpt-4,doctor,True
502,67,gpt-4,doctor,True
503,68,gpt-4,doctor,True
504,69,gpt-4,doctor,True
505,70,gpt-4,doctor,True
506,71,gpt-4,doctor,False
507,72,gpt-4,doctor,True
508,73,gpt-4,doctor,True
509,74,gpt-4,doctor,True
510,75,gpt-4,doctor,True
511,76,gpt-4,doctor,True
512,77,gpt-4,doctor,False
513,78,gpt-4,doctor,False
514,79,gpt-4,doctor,True
515,80,gpt-4,doctor,False
516,81,gpt-4,doctor,True
517,82,gpt-4,doctor,False
518,83,gpt-4,doctor,True
519,84,gpt-4,doctor,True
520,85,gpt-4,doctor,True
521,86,gpt-4,doctor,False
