,question_id,model,prompt_type,correct_answer
147,81,mistral,healthcare,False
148,82,mistral,healthcare,False
149,83,mistral,healthcare,False
150,84,mistral,healthcare,False
151,86,mistral,healthcare,True
152,0,mistral,no_prompt,False
153,2,mistral,no_prompt,True
154,3,mistral,no_prompt,False
155,4,mistral,no_prompt,False
156,5,mistral,no_prompt,False
157,6,mistral,no_prompt,True
158,8,mistral,no_prompt,True
159,12,mistral,no_prompt,False
160,13,mistral,no_prompt,True
161,14,mistral,no_prompt,True
162,16,mistral,no_prompt,True
163,17,mistral,no_prompt,False
164,18,mistral,no_prompt,False
165,19,mistral,no_prompt,True
166,20,mistral,no_prompt,True
167,21,mistral,no_prompt,True
168,22,mistral,no_prompt,False
169,23,mistral,no_prompt,True
170,24,mistral,no_prompt,False
171,25,mistral,no_prompt,False
172,26,mistral,no_prompt,True
173,27,mistral,no_prompt,False
174,28,mistral,no_prompt,True
175,29,mistral,no_prompt,True
176,30,mistral,no_prompt,True
177,31,mistral,no_prompt,False
178,32,mistral,no_prompt,True
179,33,mistral,no_prompt,False
180,34,mistral,no_prompt,False
181,35,mistral,no_prompt,True
182,36,mistral,no_prompt,True
183,37,mistral,no_prompt,True
184,38,mistral,no_prompt,False
185,39,mistral,no_prompt,True
186,40,mistral,no_prompt,True
187,42,mistral,no_prompt,False
188,43,mistral,no_prompt,False
189,45,mistral,no_prompt,False
190,46,mistral,no_prompt,True
191,47,mistral,no_prompt,True
192,48,mistral,no_prompt,False
193,49,mistral,no_prompt,False
194,50,mistral,no_prompt,True
195,51,mistral,no_prompt,False
196,52,mistral,no_prompt,False
197,53,mistral,no_prompt,True
198,54,mistral,no_prompt,True
199,55,mistral,no_prompt,False
200,56,mistral,no_prompt,False
201,57,mistral,no_prompt,False
202,58,mistral,no_prompt,True
203,59,mistral,no_prompt,True
204,60,mistral,no_prompt,True
205,62,mistral,no_prompt,True
206,63,mistral,no_prompt,True
207,64,mistral,no_prompt,True
208,65,mistral,no_prompt,False
209,66,mistral,no_prompt,True
210,67,mistral,no_prompt,True
211,68,mistral,no_prompt,True
212,69,mistral,no_prompt,False
213,70,mistral,no_prompt,True
214,71,mistral,no_prompt,True
215,72,mistral,no_prompt,False
216,73,mistral,no_prompt,True
217,74,mistral,no_prompt,True
218,75,mistral,no_prompt,True
219,76,mistral,no_prompt,True
220,77,mistral,no_prompt,False
221,78,mistral,no_prompt,False
222,80,mistral,no_prompt,False
223,81,mistral,no_prompt,True
224,82,mistral,no_prompt,True
225,83,mistral,no_prompt,True
226,84,mistral,no_prompt,True
227,86,mistral,no_prompt,False
228,0,mixtral,no_prompt,False
229,2,mixtral,no_prompt,True
230,3,mixtral,no_prompt,False
231,4,mixtral,no_prompt,True
232,5,mixtral,no_prompt,False
233,6,mixtral,no_prompt,True
234,8,mixtral,no_prompt,True
235,12,mixtral,no_prompt,True
236,13,mixtral,no_prompt,False
237,14,mixtral,no_prompt,False
238,16,mixtral,no_prompt,True
239,17,mixtral,no_prompt,False
240,18,mixtral,no_prompt,False
241,19,mixtral,no_prompt,False
242,20,mixtral,no_prompt,True
243,21,mixtral,no_prompt,True
244,22,mixtral,no_prompt,True
245,23,mixtral,no_prompt,True
246,24,mixtral,no_prompt,True
247,25,mixtral,no_prompt,True
248,26,mixtral,no_prompt,False
249,27,mixtral,no_prompt,False
250,28,mixtral,no_prompt,False
251,29,mixtral,no_prompt,False
252,30,mixtral,no_prompt,True
253,31,mixtral,no_prompt,True
254,32,mixtral,no_prompt,True
255,33,mixtral,no_prompt,False
256,34,mixtral,no_prompt,False
257,35,mixtral,no_prompt,True
258,36,mixtral,no_prompt,False
259,37,mixtral,no_prompt,True
260,38,mixtral,no_prompt,False
261,39,mixtral,no_prompt,False
262,40,mixtral,no_prompt,True
263,42,mixtral,no_prompt,False
264,43,mixtral,no_prompt,False
265,45,mixtral,no_prompt,True
266,46,mixtral,no_prompt,True
267,47,mixtral,no_prompt,True
268,48,mixtral,no_prompt,True
269,49,mixtral,no_prompt,False
270,50,mixtral,no_prompt,False
271,51,mixtral,no_prompt,False
272,52,mixtral,no_prompt,True
273,53,mixtral,no_prompt,True
274,54,mixtral,no_prompt,True
275,55,mixtral,no_prompt,True
276,56,mixtral,no_prompt,False
277,57,mixtral,no_prompt,False
278,58,mixtral,no_prompt,False
279,59,mixtral,no_prompt,True
280,60,mixtral,no_prompt,True
281,62,mixtral,no_prompt,True
282,63,mixtral,no_prompt,True
283,64,mixtral,no_prompt,False
284,65,mixtral,no_prompt,True
285,66,mixtral,no_prompt,True
286,67,mixtral,no_prompt,True
287,68,mixtral,no_prompt,True
288,69,mixtral,no_prompt,False
289,70,mixtral,no_prompt,True
290,71,mixtral,no_prompt,False
291,72,mixtral,no_prompt,True
292,73,mixtral,no_prompt,True
293,74,mixtral,no_prompt,True
294,75,mixtral,no_prompt,False
295,76,mixtral,no_prompt,True
296,77,mixtral,no_prompt,False
297,78,mixtral,no_prompt,False
298,80,mixtral,no_prompt,False
299,81,mixtral,no_prompt,True
300,82,mixtral,no_prompt,False
301,83,mixtral,no_prompt,True
302,84,mixtral,no_prompt,True
303,86,mixtral,no_prompt,False
304,0,mixtral,healthcare,False
305,2,mixtral,healthcare,True
306,3,mixtral,healthcare,False
307,4,mixtral,healthcare,False
308,5,mixtral,healthcare,False
309,6,mixtral,healthcare,True
310,8,mixtral,healthcare,True
311,12,mixtral,healthcare,False
312,13,mixtral,healthcare,False
313,14,mixtral,healthcare,False
314,16,mixtral,healthcare,True
315,17,mixtral,healthcare,False
316,18,mixtral,healthcare,False
317,19,mixtral,healthcare,False
318,20,mixtral,healthcare,True
319,21,mixtral,healthcare,True
320,22,mixtral,healthcare,False
321,23,mixtral,healthcare,True
322,24,mixtral,healthcare,True
323,25,mixtral,healthcare,True
324,26,mixtral,healthcare,False
325,27,mixtral,healthcare,False
326,28,mixtral,healthcare,False
327,29,mixtral,healthcare,False
328,30,mixtral,healthcare,False
329,31,mixtral,healthcare,False
330,32,mixtral,healthcare,False
331,33,mixtral,healthcare,False
332,34,mixtral,healthcare,False
333,35,mixtral,healthcare,True
334,36,mixtral,healthcare,False
335,37,mixtral,healthcare,True
336,38,mixtral,healthcare,False
337,39,mixtral,healthcare,True
338,40,mixtral,healthcare,False
339,42,mixtral,healthcare,False
340,43,mixtral,healthcare,False
341,45,mixtral,healthcare,True
342,46,mixtral,healthcare,True
343,47,mixtral,healthcare,True
344,48,mixtral,healthcare,True
345,49,mixtral,healthcare,False
346,50,mixtral,healthcare,False
347,51,mixtral,healthcare,True
348,52,mixtral,healthcare,True
349,53,mixtral,healthcare,False
350,54,mixtral,healthcare,True
351,55,mixtral,healthcare,True
352,56,mixtral,healthcare,False
353,57,mixtral,healthcare,False
354,58,mixtral,healthcare,False
355,59,mixtral,healthcare,True
356,60,mixtral,healthcare,False
357,62,mixtral,healthcare,True
358,63,mixtral,healthcare,True
359,64,mixtral,healthcare,False
360,65,mixtral,healthcare,True
361,66,mixtral,healthcare,True
362,67,mixtral,healthcare,True
363,68,mixtral,healthcare,False
364,69,mixtral,healthcare,True
365,70,mixtral,healthcare,True
366,71,mixtral,healthcare,False
367,72,mixtral,healthcare,True
368,73,mixtral,healthcare,True
369,74,mixtral,healthcare,True
370,75,mixtral,healthcare,False
371,76,mixtral,healthcare,True
372,77,mixtral,healthcare,False
373,78,mixtral,healthcare,False
374,80,mixtral,healthcare,False
375,81,mixtral,healthcare,False
376,82,mixtral,healthcare,False
377,83,mixtral,healthcare,True
378,84,mixtral,healthcare,True
379,86,mixtral,healthcare,True
380,0,mixtral,doctor,False
381,2,mixtral,doctor,True
382,3,mixtral,doctor,False
383,4,mixtral,doctor,True
384,5,mixtral,doctor,False
385,6,mixtral,doctor,True
386,8,mixtral,doctor,True
387,12,mixtral,doctor,True
388,13,mixtral,doctor,False
389,14,mixtral,doctor,True
390,16,mixtral,doctor,True
391,17,mixtral,doctor,False
392,18,mixtral,doctor,False
393,19,mixtral,doctor,True
394,20,mixtral,doctor,True
395,21,mixtral,doctor,True
396,22,mixtral,doctor,False
397,23,mixtral,doctor,True
398,24,mixtral,doctor,True
399,25,mixtral,doctor,True
400,26,mixtral,doctor,False
401,27,mixtral,doctor,False
402,28,mixtral,doctor,False
403,29,mixtral,doctor,True
404,30,mixtral,doctor,True
405,31,mixtral,doctor,False
406,32,mixtral,doctor,False
407,33,mixtral,doctor,False
408,34,mixtral,doctor,False
409,35,mixtral,doctor,True
410,36,mixtral,doctor,True
411,37,mixtral,doctor,True
412,38,mixtral,doctor,True
413,39,mixtral,doctor,True
414,40,mixtral,doctor,True
415,42,mixtral,doctor,False
416,43,mixtral,doctor,False
417,45,mixtral,doctor,False
418,46,mixtral,doctor,True
419,47,mixtral,doctor,True
420,48,mixtral,doctor,True
421,49,mixtral,doctor,False
422,50,mixtral,doctor,False
423,51,mixtral,doctor,True
424,52,mixtral,doctor,False
425,53,mixtral,doctor,True
426,54,mixtral,doctor,True
427,55,mixtral,doctor,True
428,56,mixtral,doctor,False
429,57,mixtral,doctor,False
430,58,mixtral,doctor,True
431,59,mixtral,doctor,True
432,60,mixtral,doctor,True
433,62,mixtral,doctor,True
434,63,mixtral,doctor,False
435,64,mixtral,doctor,False
436,65,mixtral,doctor,True
437,66,mixtral,doctor,False
438,67,mixtral,doctor,True
439,68,mixtral,doctor,True
440,69,mixtral,doctor,True
441,70,mixtral,doctor,True
442,71,mixtral,doctor,False
443,72,mixtral,doctor,False
444,73,mixtral,doctor,True
445,74,mixtral,doctor,True
446,75,mixtral,doctor,False
447,76,mixtral,doctor,True
448,77,mixtral,doctor,False
449,78,mixtral,doctor,False
450,80,mixtral,doctor,False
451,81,mixtral,doctor,True
452,82,mixtral,doctor,False
453,83,mixtral,doctor,True
454,84,mixtral,doctor,True
455,86,mixtral,doctor,False
456,0,gpt-3.5,healthcare,False
457,2,gpt-3.5,healthcare,True
458,3,gpt-3.5,healthcare,False
459,4,gpt-3.5,healthcare,False
460,5,gpt-3.5,healthcare,False
461,6,gpt-3.5,healthcare,False
462,8,gpt-3.5,healthcare,True
463,12,gpt-3.5,healthcare,True
464,13,gpt-3.5,healthcare,False
465,14,gpt-3.5,healthcare,True
466,16,gpt-3.5,healthcare,True
467,17,gpt-3.5,healthcare,False
468,18,gpt-3.5,healthcare,False
469,19,gpt-3.5,healthcare,False
470,20,gpt-3.5,healthcare,True
471,21,gpt-3.5,healthcare,False
472,22,gpt-3.5,healthcare,True
473,23,gpt-3.5,healthcare,False
474,24,gpt-3.5,healthcare,False
475,25,gpt-3.5,healthcare,False
476,26,gpt-3.5,healthcare,False
477,27,gpt-3.5,healthcare,False
478,28,gpt-3.5,healthcare,True
479,29,gpt-3.5,healthcare,True
480,30,gpt-3.5,healthcare,True
481,31,gpt-3.5,healthcare,True
482,32,gpt-3.5,healthcare,True
483,33,gpt-3.5,healthcare,True
484,34,gpt-3.5,healthcare,False
485,35,gpt-3.5,healthcare,True
486,36,gpt-3.5,healthcare,True
487,37,gpt-3.5,healthcare,True
488,38,gpt-3.5,healthcare,True
489,39,gpt-3.5,healthcare,False
490,40,gpt-3.5,healthcare,True
491,42,gpt-3.5,healthcare,True
492,43,gpt-3.5,healthcare,False
493,45,gpt-3.5,healthcare,False
494,46,gpt-3.5,healthcare,True
495,47,gpt-3.5,healthcare,True
496,48,gpt-3.5,healthcare,True
497,49,gpt-3.5,healthcare,False
498,50,gpt-3.5,healthcare,False
499,51,gpt-3.5,healthcare,True
500,52,gpt-3.5,healthcare,False
501,53,gpt-3.5,healthcare,True
502,54,gpt-3.5,healthcare,True
503,55,gpt-3.5,healthcare,True
504,56,gpt-3.5,healthcare,True
505,57,gpt-3.5,healthcare,False
506,58,gpt-3.5,healthcare,True
507,59,gpt-3.5,healthcare,False
508,60,gpt-3.5,healthcare,True
509,62,gpt-3.5,healthcare,True
510,63,gpt-3.5,healthcare,True
511,64,gpt-3.5,healthcare,False
512,65,gpt-3.5,healthcare,True
513,66,gpt-3.5,healthcare,False
514,67,gpt-3.5,healthcare,True
515,68,gpt-3.5,healthcare,True
516,69,gpt-3.5,healthcare,False
517,70,gpt-3.5,healthcare,True
518,71,gpt-3.5,healthcare,False
519,72,gpt-3.5,healthcare,False
520,73,gpt-3.5,healthcare,True
521,74,gpt-3.5,healthcare,True
522,75,gpt-3.5,healthcare,False
523,76,gpt-3.5,healthcare,False
524,77,gpt-3.5,healthcare,False
525,78,gpt-3.5,healthcare,False
526,80,gpt-3.5,healthcare,False
527,81,gpt-3.5,healthcare,True
528,82,gpt-3.5,healthcare,False
529,83,gpt-3.5,healthcare,True
530,84,gpt-3.5,healthcare,True
531,86,gpt-3.5,healthcare,False
532,0,gpt-3.5,doctor,False
533,2,gpt-3.5,doctor,True
534,3,gpt-3.5,doctor,False
535,4,gpt-3.5,doctor,True
536,5,gpt-3.5,doctor,False
537,6,gpt-3.5,doctor,False
538,8,gpt-3.5,doctor,True
539,12,gpt-3.5,doctor,True
540,13,gpt-3.5,doctor,False
541,14,gpt-3.5,doctor,True
542,16,gpt-3.5,doctor,True
543,17,gpt-3.5,doctor,False
544,18,gpt-3.5,doctor,False
545,19,gpt-3.5,doctor,False
546,20,gpt-3.5,doctor,True
547,21,gpt-3.5,doctor,False
548,22,gpt-3.5,doctor,True
549,23,gpt-3.5,doctor,True
550,24,gpt-3.5,doctor,True
551,25,gpt-3.5,doctor,False
552,26,gpt-3.5,doctor,False
553,27,gpt-3.5,doctor,False
554,28,gpt-3.5,doctor,True
555,29,gpt-3.5,doctor,True
556,30,gpt-3.5,doctor,True
557,31,gpt-3.5,doctor,False
558,32,gpt-3.5,doctor,True
559,33,gpt-3.5,doctor,True
560,34,gpt-3.5,doctor,False
561,35,gpt-3.5,doctor,True
562,36,gpt-3.5,doctor,True
563,37,gpt-3.5,doctor,True
564,38,gpt-3.5,doctor,True
565,39,gpt-3.5,doctor,False
566,40,gpt-3.5,doctor,True
567,42,gpt-3.5,doctor,False
568,43,gpt-3.5,doctor,False
569,45,gpt-3.5,doctor,True
570,46,gpt-3.5,doctor,True
571,47,gpt-3.5,doctor,True
572,48,gpt-3.5,doctor,True
573,49,gpt-3.5,doctor,True
574,50,gpt-3.5,doctor,False
575,51,gpt-3.5,doctor,True
576,52,gpt-3.5,doctor,False
577,53,gpt-3.5,doctor,True
578,54,gpt-3.5,doctor,False
579,55,gpt-3.5,doctor,True
580,56,gpt-3.5,doctor,True
581,57,gpt-3.5,doctor,False
582,58,gpt-3.5,doctor,True
583,59,gpt-3.5,doctor,False
584,60,gpt-3.5,doctor,False
585,62,gpt-3.5,doctor,True
586,63,gpt-3.5,doctor,True
587,64,gpt-3.5,doctor,False
588,65,gpt-3.5,doctor,True
589,66,gpt-3.5,doctor,True
590,67,gpt-3.5,doctor,False
591,68,gpt-3.5,doctor,True
592,69,gpt-3.5,doctor,False
593,70,gpt-3.5,doctor,True
594,71,gpt-3.5,doctor,False
595,72,gpt-3.5,doctor,False
596,73,gpt-3.5,doctor,True
597,74,gpt-3.5,doctor,True
598,75,gpt-3.5,doctor,False
599,76,gpt-3.5,doctor,True
600,77,gpt-3.5,doctor,False
601,78,gpt-3.5,doctor,False
602,80,gpt-3.5,doctor,False
603,81,gpt-3.5,doctor,True
604,82,gpt-3.5,doctor,True
605,83,gpt-3.5,doctor,True
606,84,gpt-3.5,doctor,True
607,86,gpt-3.5,doctor,False
608,0,gpt-4,healthcare,False
609,2,gpt-4,healthcare,True
610,3,gpt-4,healthcare,False
611,4,gpt-4,healthcare,True
612,5,gpt-4,healthcare,False
613,6,gpt-4,healthcare,True
614,8,gpt-4,healthcare,True
615,12,gpt-4,healthcare,True
616,13,gpt-4,healthcare,False
617,14,gpt-4,healthcare,False
618,16,gpt-4,healthcare,True
619,17,gpt-4,healthcare,False
620,18,gpt-4,healthcare,False
621,19,gpt-4,healthcare,True
622,20,gpt-4,healthcare,True
623,21,gpt-4,healthcare,True
624,22,gpt-4,healthcare,True
625,23,gpt-4,healthcare,True
626,24,gpt-4,healthcare,True
627,25,gpt-4,healthcare,True
628,26,gpt-4,healthcare,True
629,27,gpt-4,healthcare,True
630,28,gpt-4,healthcare,True
631,29,gpt-4,healthcare,True
632,30,gpt-4,healthcare,True
633,31,gpt-4,healthcare,False
634,32,gpt-4,healthcare,True
635,33,gpt-4,healthcare,True
636,34,gpt-4,healthcare,False
637,35,gpt-4,healthcare,True
638,36,gpt-4,healthcare,True
639,37,gpt-4,healthcare,True
640,38,gpt-4,healthcare,False
641,39,gpt-4,healthcare,False
642,40,gpt-4,healthcare,True
643,42,gpt-4,healthcare,False
644,43,gpt-4,healthcare,False
645,45,gpt-4,healthcare,True
646,46,gpt-4,healthcare,True
647,47,gpt-4,healthcare,True
648,48,gpt-4,healthcare,True
649,49,gpt-4,healthcare,True
650,50,gpt-4,healthcare,True
651,51,gpt-4,healthcare,True
652,52,gpt-4,healthcare,True
653,53,gpt-4,healthcare,True
654,54,gpt-4,healthcare,True
655,55,gpt-4,healthcare,True
656,56,gpt-4,healthcare,False
657,57,gpt-4,healthcare,True
658,58,gpt-4,healthcare,True
659,59,gpt-4,healthcare,True
660,60,gpt-4,healthcare,True
661,62,gpt-4,healthcare,True
662,63,gpt-4,healthcare,True
663,64,gpt-4,healthcare,True
664,65,gpt-4,healthcare,True
665,66,gpt-4,healthcare,True
666,67,gpt-4,healthcare,True
667,68,gpt-4,healthcare,True
668,69,gpt-4,healthcare,True
669,70,gpt-4,healthcare,True
670,71,gpt-4,healthcare,False
671,72,gpt-4,healthcare,True
672,73,gpt-4,healthcare,True
673,74,gpt-4,healthcare,True
674,75,gpt-4,healthcare,True
675,76,gpt-4,healthcare,True
676,77,gpt-4,healthcare,False
677,78,gpt-4,healthcare,False
678,80,gpt-4,healthcare,False
679,81,gpt-4,healthcare,True
680,82,gpt-4,healthcare,False
681,83,gpt-4,healthcare,True
682,84,gpt-4,healthcare,True
683,86,gpt-4,healthcare,False
684,0,gpt-4,doctor,False
685,2,gpt-4,doctor,True
686,3,gpt-4,doctor,False
687,4,gpt-4,doctor,True
688,5,gpt-4,doctor,False
689,6,gpt-4,doctor,True
690,8,gpt-4,doctor,True
691,12,gpt-4,doctor,True
692,13,gpt-4,doctor,False
693,14,gpt-4,doctor,False
694,16,gpt-4,doctor,True
695,17,gpt-4,doctor,False
696,18,gpt-4,doctor,False
697,19,gpt-4,doctor,True
698,20,gpt-4,doctor,True
699,21,gpt-4,doctor,True
700,22,gpt-4,doctor,True
701,23,gpt-4,doctor,True
702,24,gpt-4,doctor,True
703,25,gpt-4,doctor,True
704,26,gpt-4,doctor,True
705,27,gpt-4,doctor,False
706,28,gpt-4,doctor,True
707,29,gpt-4,doctor,True
708,30,gpt-4,doctor,True
709,31,gpt-4,doctor,False
710,32,gpt-4,doctor,True
711,33,gpt-4,doctor,False
712,34,gpt-4,doctor,False
713,35,gpt-4,doctor,True
714,36,gpt-4,doctor,True
715,37,gpt-4,doctor,True
716,38,gpt-4,doctor,False
717,39,gpt-4,doctor,False
718,40,gpt-4,doctor,True
719,42,gpt-4,doctor,False
720,43,gpt-4,doctor,False
721,45,gpt-4,doctor,True
722,46,gpt-4,doctor,True
723,47,gpt-4,doctor,True
724,48,gpt-4,doctor,True
725,49,gpt-4,doctor,True
726,50,gpt-4,doctor,False
727,51,gpt-4,doctor,True
728,52,gpt-4,doctor,True
729,53,gpt-4,doctor,True
730,54,gpt-4,doctor,True
731,55,gpt-4,doctor,True
732,56,gpt-4,doctor,False
733,57,gpt-4,doctor,True
734,58,gpt-4,doctor,True
735,59,gpt-4,doctor,True
736,60,gpt-4,doctor,True
737,62,gpt-4,doctor,True
738,63,gpt-4,doctor,True
739,64,gpt-4,doctor,False
740,65,gpt-4,doctor,True
741,66,gpt-4,doctor,True
742,67,gpt-4,doctor,True
743,68,gpt-4,doctor,True
744,69,gpt-4,doctor,True
745,70,gpt-4,doctor,True
746,71,gpt-4,doctor,False
747,72,gpt-4,doctor,True
748,73,gpt-4,doctor,True
749,74,gpt-4,doctor,True
750,75,gpt-4,doctor,True
751,76,gpt-4,doctor,True
752,77,gpt-4,doctor,False
753,78,gpt-4,doctor,False
754,80,gpt-4,doctor,False
755,81,gpt-4,doctor,True
756,82,gpt-4,doctor,False
757,83,gpt-4,doctor,True
758,84,gpt-4,doctor,True
759,86,gpt-4,doctor,False
760,0,gpt-3.5,no_prompt,False
761,2,gpt-3.5,no_prompt,True
762,3,gpt-3.5,no_prompt,False
763,4,gpt-3.5,no_prompt,True
764,5,gpt-3.5,no_prompt,False
765,6,gpt-3.5,no_prompt,False
766,8,gpt-3.5,no_prompt,True
767,12,gpt-3.5,no_prompt,True
768,13,gpt-3.5,no_prompt,False
769,14,gpt-3.5,no_prompt,True
770,16,gpt-3.5,no_prompt,True
771,17,gpt-3.5,no_prompt,False
772,18,gpt-3.5,no_prompt,False
773,19,gpt-3.5,no_prompt,False
774,20,gpt-3.5,no_prompt,True
775,21,gpt-3.5,no_prompt,False
776,22,gpt-3.5,no_prompt,True
777,23,gpt-3.5,no_prompt,True
778,24,gpt-3.5,no_prompt,True
779,25,gpt-3.5,no_prompt,False
780,26,gpt-3.5,no_prompt,False
781,27,gpt-3.5,no_prompt,False
782,28,gpt-3.5,no_prompt,False
783,29,gpt-3.5,no_prompt,True
784,30,gpt-3.5,no_prompt,True
785,31,gpt-3.5,no_prompt,True
786,32,gpt-3.5,no_prompt,True
787,33,gpt-3.5,no_prompt,True
788,34,gpt-3.5,no_prompt,False
789,35,gpt-3.5,no_prompt,True
790,36,gpt-3.5,no_prompt,True
791,37,gpt-3.5,no_prompt,False
792,38,gpt-3.5,no_prompt,True
793,39,gpt-3.5,no_prompt,False
794,40,gpt-3.5,no_prompt,True
795,42,gpt-3.5,no_prompt,False
796,43,gpt-3.5,no_prompt,False
797,45,gpt-3.5,no_prompt,True
798,46,gpt-3.5,no_prompt,False
799,47,gpt-3.5,no_prompt,True
800,48,gpt-3.5,no_prompt,True
801,49,gpt-3.5,no_prompt,False
802,50,gpt-3.5,no_prompt,False
803,51,gpt-3.5,no_prompt,True
804,52,gpt-3.5,no_prompt,False
805,53,gpt-3.5,no_prompt,False
806,54,gpt-3.5,no_prompt,True
807,55,gpt-3.5,no_prompt,True
808,56,gpt-3.5,no_prompt,True
809,57,gpt-3.5,no_prompt,True
810,58,gpt-3.5,no_prompt,True
811,59,gpt-3.5,no_prompt,True
812,60,gpt-3.5,no_prompt,True
813,62,gpt-3.5,no_prompt,True
814,63,gpt-3.5,no_prompt,False
815,64,gpt-3.5,no_prompt,False
816,65,gpt-3.5,no_prompt,False
817,66,gpt-3.5,no_prompt,True
818,67,gpt-3.5,no_prompt,True
819,68,gpt-3.5,no_prompt,True
820,69,gpt-3.5,no_prompt,False
821,70,gpt-3.5,no_prompt,True
822,71,gpt-3.5,no_prompt,False
823,72,gpt-3.5,no_prompt,False
824,73,gpt-3.5,no_prompt,True
825,74,gpt-3.5,no_prompt,True
826,75,gpt-3.5,no_prompt,False
827,76,gpt-3.5,no_prompt,True
828,77,gpt-3.5,no_prompt,False
829,78,gpt-3.5,no_prompt,False
830,80,gpt-3.5,no_prompt,False
831,81,gpt-3.5,no_prompt,True
832,82,gpt-3.5,no_prompt,False
833,83,gpt-3.5,no_prompt,True
834,84,gpt-3.5,no_prompt,True
835,86,gpt-3.5,no_prompt,False
836,0,gpt-4,no_prompt,False
837,2,gpt-4,no_prompt,True
838,3,gpt-4,no_prompt,False
