,question_id,model,prompt_type,correct_answer
324,63,gpt-3.5,healthcare,True
325,64,gpt-3.5,healthcare,False
326,65,gpt-3.5,healthcare,True
327,66,gpt-3.5,healthcare,False
328,67,gpt-3.5,healthcare,True
329,68,gpt-3.5,healthcare,True
330,69,gpt-3.5,healthcare,False
331,70,gpt-3.5,healthcare,True
332,71,gpt-3.5,healthcare,False
333,72,gpt-3.5,healthcare,False
334,73,gpt-3.5,healthcare,True
335,74,gpt-3.5,healthcare,True
336,75,gpt-3.5,healthcare,False
337,76,gpt-3.5,healthcare,False
338,77,gpt-3.5,healthcare,False
339,78,gpt-3.5,healthcare,False
340,79,gpt-3.5,healthcare,False
341,80,gpt-3.5,healthcare,False
342,81,gpt-3.5,healthcare,True
343,82,gpt-3.5,healthcare,False
344,83,gpt-3.5,healthcare,True
345,84,gpt-3.5,healthcare,True
346,85,gpt-3.5,healthcare,True
347,86,gpt-3.5,healthcare,False
348,0,gpt-3.5,doctor,False
349,1,gpt-3.5,doctor,False
350,2,gpt-3.5,doctor,True
351,3,gpt-3.5,doctor,False
352,4,gpt-3.5,doctor,True
353,5,gpt-3.5,doctor,False
354,6,gpt-3.5,doctor,False
355,7,gpt-3.5,doctor,True
356,8,gpt-3.5,doctor,True
357,9,gpt-3.5,doctor,True
358,10,gpt-3.5,doctor,False
359,11,gpt-3.5,doctor,True
360,12,gpt-3.5,doctor,True
361,13,gpt-3.5,doctor,False
362,14,gpt-3.5,doctor,True
363,15,gpt-3.5,doctor,False
364,16,gpt-3.5,doctor,True
365,17,gpt-3.5,doctor,False
366,18,gpt-3.5,doctor,False
367,19,gpt-3.5,doctor,False
368,20,gpt-3.5,doctor,True
369,21,gpt-3.5,doctor,False
370,22,gpt-3.5,doctor,True
371,23,gpt-3.5,doctor,True
372,24,gpt-3.5,doctor,True
373,25,gpt-3.5,doctor,False
374,26,gpt-3.5,doctor,False
375,27,gpt-3.5,doctor,False
376,28,gpt-3.5,doctor,True
377,29,gpt-3.5,doctor,True
378,30,gpt-3.5,doctor,True
379,31,gpt-3.5,doctor,False
380,32,gpt-3.5,doctor,True
381,33,gpt-3.5,doctor,True
382,34,gpt-3.5,doctor,False
383,35,gpt-3.5,doctor,True
384,36,gpt-3.5,doctor,True
385,37,gpt-3.5,doctor,True
386,38,gpt-3.5,doctor,True
387,39,gpt-3.5,doctor,False
388,40,gpt-3.5,doctor,True
389,41,gpt-3.5,doctor,False
390,42,gpt-3.5,doctor,False
391,43,gpt-3.5,doctor,False
392,44,gpt-3.5,doctor,True
393,45,gpt-3.5,doctor,True
394,46,gpt-3.5,doctor,True
395,47,gpt-3.5,doctor,True
396,48,gpt-3.5,doctor,True
397,49,gpt-3.5,doctor,True
398,50,gpt-3.5,doctor,False
399,51,gpt-3.5,doctor,True
400,52,gpt-3.5,doctor,False
401,53,gpt-3.5,doctor,True
402,54,gpt-3.5,doctor,False
403,55,gpt-3.5,doctor,True
404,56,gpt-3.5,doctor,True
405,57,gpt-3.5,doctor,False
406,58,gpt-3.5,doctor,True
407,59,gpt-3.5,doctor,False
408,60,gpt-3.5,doctor,False
409,61,gpt-3.5,doctor,False
410,62,gpt-3.5,doctor,True
411,63,gpt-3.5,doctor,True
412,64,gpt-3.5,doctor,False
413,65,gpt-3.5,doctor,True
414,66,gpt-3.5,doctor,True
415,67,gpt-3.5,doctor,False
416,68,gpt-3.5,doctor,True
417,69,gpt-3.5,doctor,False
418,70,gpt-3.5,doctor,True
419,71,gpt-3.5,doctor,False
420,72,gpt-3.5,doctor,False
421,73,gpt-3.5,doctor,True
422,74,gpt-3.5,doctor,True
423,75,gpt-3.5,doctor,False
424,76,gpt-3.5,doctor,True
425,77,gpt-3.5,doctor,False
426,78,gpt-3.5,doctor,False
427,79,gpt-3.5,doctor,True
428,80,gpt-3.5,doctor,False
429,81,gpt-3.5,doctor,True
430,82,gpt-3.5,doctor,True
431,83,gpt-3.5,doctor,True
432,84,gpt-3.5,doctor,True
433,85,gpt-3.5,doctor,True
434,86,gpt-3.5,doctor,False
435,0,gpt-4,healthcare,False
436,1,gpt-4,healthcare,False
437,2,gpt-4,healthcare,True
438,3,gpt-4,healthcare,False
439,4,gpt-4,healthcare,True
440,5,gpt-4,healthcare,False
441,6,gpt-4,healthcare,True
442,7,gpt-4,healthcare,True
443,8,gpt-4,healthcare,True
444,9,gpt-4,healthcare,True
445,10,gpt-4,healthcare,False
446,11,gpt-4,healthcare,False
447,12,gpt-4,healthcare,True
448,13,gpt-4,healthcare,False
449,14,gpt-4,healthcare,False
450,15,gpt-4,healthcare,False
451,16,gpt-4,healthcare,True
452,17,gpt-4,healthcare,False
453,18,gpt-4,healthcare,False
454,19,gpt-4,healthcare,True
455,20,gpt-4,healthcare,True
456,21,gpt-4,healthcare,True
457,22,gpt-4,healthcare,True
458,23,gpt-4,healthcare,True
459,24,gpt-4,healthcare,True
460,25,gpt-4,healthcare,True
461,26,gpt-4,healthcare,True
462,27,gpt-4,healthcare,True
463,28,gpt-4,healthcare,True
464,29,gpt-4,healthcare,True
465,30,gpt-4,healthcare,True
466,31,gpt-4,healthcare,False
467,32,gpt-4,healthcare,True
468,33,gpt-4,healthcare,True
469,34,gpt-4,healthcare,False
470,35,gpt-4,healthcare,True
471,36,gpt-4,healthcare,True
472,37,gpt-4,healthcare,True
473,38,gpt-4,healthcare,False
474,39,gpt-4,healthcare,False
475,40,gpt-4,healthcare,True
476,41,gpt-4,healthcare,False
477,42,gpt-4,healthcare,False
478,43,gpt-4,healthcare,False
479,44,gpt-4,healthcare,True
480,45,gpt-4,healthcare,True
481,46,gpt-4,healthcare,True
482,47,gpt-4,healthcare,True
483,48,gpt-4,healthcare,True
484,49,gpt-4,healthcare,True
485,50,gpt-4,healthcare,True
486,51,gpt-4,healthcare,True
487,52,gpt-4,healthcare,True
488,53,gpt-4,healthcare,True
489,54,gpt-4,healthcare,True
490,55,gpt-4,healthcare,True
491,56,gpt-4,healthcare,False
492,57,gpt-4,healthcare,True
493,58,gpt-4,healthcare,True
494,59,gpt-4,healthcare,True
495,60,gpt-4,healthcare,True
496,61,gpt-4,healthcare,True
497,62,gpt-4,healthcare,True
498,63,gpt-4,healthcare,True
499,64,gpt-4,healthcare,True
500,65,gpt-4,healthcare,True
501,66,gpt-4,healthcare,True
502,67,gpt-4,healthcare,True
503,68,gpt-4,healthcare,True
504,69,gpt-4,healthcare,True
505,70,gpt-4,healthcare,True
506,71,gpt-4,healthcare,False
507,72,gpt-4,healthcare,True
508,73,gpt-4,healthcare,True
509,74,gpt-4,healthcare,True
510,75,gpt-4,healthcare,True
511,76,gpt-4,healthcare,True
512,77,gpt-4,healthcare,False
513,78,gpt-4,healthcare,False
514,79,gpt-4,healthcare,True
515,80,gpt-4,healthcare,False
516,81,gpt-4,healthcare,True
517,82,gpt-4,healthcare,False
518,83,gpt-4,healthcare,True
519,84,gpt-4,healthcare,True
520,85,gpt-4,healthcare,True
521,86,gpt-4,healthcare,False
522,0,gpt-4,doctor,False
523,1,gpt-4,doctor,False
524,2,gpt-4,doctor,True
525,3,gpt-4,doctor,False
526,4,gpt-4,doctor,True
527,5,gpt-4,doctor,False
528,6,gpt-4,doctor,True
529,7,gpt-4,doctor,True
530,8,gpt-4,doctor,True
531,9,gpt-4,doctor,True
532,10,gpt-4,doctor,False
533,11,gpt-4,doctor,True
534,12,gpt-4,doctor,True
535,13,gpt-4,doctor,False
536,14,gpt-4,doctor,False
537,15,gpt-4,doctor,False
538,16,gpt-4,doctor,True
539,17,gpt-4,doctor,False
540,18,gpt-4,doctor,False
541,19,gpt-4,doctor,True
542,20,gpt-4,doctor,True
543,21,gpt-4,doctor,True
544,22,gpt-4,doctor,True
545,23,gpt-4,doctor,True
546,24,gpt-4,doctor,True
547,25,gpt-4,doctor,True
548,26,gpt-4,doctor,True
549,27,gpt-4,doctor,False
550,28,gpt-4,doctor,True
551,29,gpt-4,doctor,True
552,30,gpt-4,doctor,True
553,31,gpt-4,doctor,False
554,32,gpt-4,doctor,True
555,33,gpt-4,doctor,False
556,34,gpt-4,doctor,False
557,35,gpt-4,doctor,True
558,36,gpt-4,doctor,True
559,37,gpt-4,doctor,True
560,38,gpt-4,doctor,False
561,39,gpt-4,doctor,False
562,40,gpt-4,doctor,True
563,41,gpt-4,doctor,False
564,42,gpt-4,doctor,False
565,43,gpt-4,doctor,False
566,44,gpt-4,doctor,True
567,45,gpt-4,doctor,True
568,46,gpt-4,doctor,True
569,47,gpt-4,doctor,True
570,48,gpt-4,doctor,True
571,49,gpt-4,doctor,True
572,50,gpt-4,doctor,False
573,51,gpt-4,doctor,True
574,52,gpt-4,doctor,True
575,53,gpt-4,doctor,True
576,54,gpt-4,doctor,True
577,55,gpt-4,doctor,True
578,56,gpt-4,doctor,False
579,57,gpt-4,doctor,True
580,58,gpt-4,doctor,True
581,59,gpt-4,doctor,True
582,60,gpt-4,doctor,True
583,61,gpt-4,doctor,False
584,62,gpt-4,doctor,True
585,63,gpt-4,doctor,True
586,64,gpt-4,doctor,False
587,65,gpt-4,doctor,True
588,66,gpt-4,doctor,True
589,67,gpt-4,doctor,True
590,68,gpt-4,doctor,True
591,69,gpt-4,doctor,True
592,70,gpt-4,doctor,True
593,71,gpt-4,doctor,False
594,72,gpt-4,doctor,True
595,73,gpt-4,doctor,True
596,74,gpt-4,doctor,True
597,75,gpt-4,doctor,True
598,76,gpt-4,doctor,True
599,77,gpt-4,doctor,False
600,78,gpt-4,doctor,False
601,79,gpt-4,doctor,True
602,80,gpt-4,doctor,False
603,81,gpt-4,doctor,True
604,82,gpt-4,doctor,False
605,83,gpt-4,doctor,True
606,84,gpt-4,doctor,True
607,85,gpt-4,doctor,True
608,86,gpt-4,doctor,False
609,0,gpt-3.5,no_prompt,False
610,1,gpt-3.5,no_prompt,False
611,2,gpt-3.5,no_prompt,True
612,3,gpt-3.5,no_prompt,False
613,4,gpt-3.5,no_prompt,True
614,5,gpt-3.5,no_prompt,False
615,6,gpt-3.5,no_prompt,False
616,7,gpt-3.5,no_prompt,True
617,8,gpt-3.5,no_prompt,True
618,9,gpt-3.5,no_prompt,True
619,10,gpt-3.5,no_prompt,False
620,11,gpt-3.5,no_prompt,True
621,12,gpt-3.5,no_prompt,True
622,13,gpt-3.5,no_prompt,False
623,14,gpt-3.5,no_prompt,True
624,15,gpt-3.5,no_prompt,False
625,16,gpt-3.5,no_prompt,True
626,17,gpt-3.5,no_prompt,False
627,18,gpt-3.5,no_prompt,False
628,19,gpt-3.5,no_prompt,False
629,20,gpt-3.5,no_prompt,True
630,21,gpt-3.5,no_prompt,False
631,22,gpt-3.5,no_prompt,True
632,23,gpt-3.5,no_prompt,True
633,24,gpt-3.5,no_prompt,True
634,25,gpt-3.5,no_prompt,False
635,26,gpt-3.5,no_prompt,False
636,27,gpt-3.5,no_prompt,False
637,28,gpt-3.5,no_prompt,False
638,29,gpt-3.5,no_prompt,True
639,30,gpt-3.5,no_prompt,True
640,31,gpt-3.5,no_prompt,True
641,32,gpt-3.5,no_prompt,True
642,33,gpt-3.5,no_prompt,True
643,34,gpt-3.5,no_prompt,False
644,35,gpt-3.5,no_prompt,True
645,36,gpt-3.5,no_prompt,True
646,37,gpt-3.5,no_prompt,False
647,38,gpt-3.5,no_prompt,True
648,39,gpt-3.5,no_prompt,False
649,40,gpt-3.5,no_prompt,True
650,41,gpt-3.5,no_prompt,False
651,42,gpt-3.5,no_prompt,False
652,43,gpt-3.5,no_prompt,False
653,44,gpt-3.5,no_prompt,True
654,45,gpt-3.5,no_prompt,True
655,46,gpt-3.5,no_prompt,False
656,47,gpt-3.5,no_prompt,True
657,48,gpt-3.5,no_prompt,True
658,49,gpt-3.5,no_prompt,False
659,50,gpt-3.5,no_prompt,False
660,51,gpt-3.5,no_prompt,True
661,52,gpt-3.5,no_prompt,False
662,53,gpt-3.5,no_prompt,False
663,54,gpt-3.5,no_prompt,True
664,55,gpt-3.5,no_prompt,True
665,56,gpt-3.5,no_prompt,True
666,57,gpt-3.5,no_prompt,True
667,58,gpt-3.5,no_prompt,True
668,59,gpt-3.5,no_prompt,True
669,60,gpt-3.5,no_prompt,True
670,61,gpt-3.5,no_prompt,True
671,62,gpt-3.5,no_prompt,True
672,63,gpt-3.5,no_prompt,False
673,64,gpt-3.5,no_prompt,False
674,65,gpt-3.5,no_prompt,False
675,66,gpt-3.5,no_prompt,True
676,67,gpt-3.5,no_prompt,True
677,68,gpt-3.5,no_prompt,True
678,69,gpt-3.5,no_prompt,False
679,70,gpt-3.5,no_prompt,True
680,71,gpt-3.5,no_prompt,False
681,72,gpt-3.5,no_prompt,False
682,73,gpt-3.5,no_prompt,True
683,74,gpt-3.5,no_prompt,True
684,75,gpt-3.5,no_prompt,False
685,76,gpt-3.5,no_prompt,True
686,77,gpt-3.5,no_prompt,False
687,78,gpt-3.5,no_prompt,False
688,79,gpt-3.5,no_prompt,False
689,80,gpt-3.5,no_prompt,False
690,81,gpt-3.5,no_prompt,True
691,82,gpt-3.5,no_prompt,False
692,83,gpt-3.5,no_prompt,True
693,84,gpt-3.5,no_prompt,True
694,85,gpt-3.5,no_prompt,True
695,86,gpt-3.5,no_prompt,False
696,0,gpt-4,no_prompt,False
697,1,gpt-4,no_prompt,False
698,2,gpt-4,no_prompt,True
699,3,gpt-4,no_prompt,False
700,4,gpt-4,no_prompt,True
701,5,gpt-4,no_prompt,False
702,6,gpt-4,no_prompt,True
703,7,gpt-4,no_prompt,False
704,8,gpt-4,no_prompt,True
705,9,gpt-4,no_prompt,True
706,10,gpt-4,no_prompt,False
707,11,gpt-4,no_prompt,True
708,12,gpt-4,no_prompt,True
709,13,gpt-4,no_prompt,False
710,14,gpt-4,no_prompt,True
711,15,gpt-4,no_prompt,False
712,16,gpt-4,no_prompt,True
713,17,gpt-4,no_prompt,False
714,18,gpt-4,no_prompt,False
715,19,gpt-4,no_prompt,True
716,20,gpt-4,no_prompt,True
717,21,gpt-4,no_prompt,True
718,22,gpt-4,no_prompt,True
719,23,gpt-4,no_prompt,True
720,24,gpt-4,no_prompt,True
721,25,gpt-4,no_prompt,True
722,26,gpt-4,no_prompt,True
723,27,gpt-4,no_prompt,False
724,28,gpt-4,no_prompt,True
725,29,gpt-4,no_prompt,True
726,30,gpt-4,no_prompt,True
727,31,gpt-4,no_prompt,False
728,32,gpt-4,no_prompt,True
729,33,gpt-4,no_prompt,True
730,34,gpt-4,no_prompt,False
731,35,gpt-4,no_prompt,True
732,36,gpt-4,no_prompt,True
733,37,gpt-4,no_prompt,True
734,38,gpt-4,no_prompt,False
735,39,gpt-4,no_prompt,False
736,40,gpt-4,no_prompt,True
737,41,gpt-4,no_prompt,False
738,42,gpt-4,no_prompt,False
739,43,gpt-4,no_prompt,False
740,44,gpt-4,no_prompt,True
741,45,gpt-4,no_prompt,True
742,46,gpt-4,no_prompt,True
743,47,gpt-4,no_prompt,True
744,48,gpt-4,no_prompt,True
745,49,gpt-4,no_prompt,True
746,50,gpt-4,no_prompt,False
747,51,gpt-4,no_prompt,True
748,52,gpt-4,no_prompt,True
749,53,gpt-4,no_prompt,True
750,54,gpt-4,no_prompt,True
751,55,gpt-4,no_prompt,True
752,56,gpt-4,no_prompt,False
753,57,gpt-4,no_prompt,True
754,58,gpt-4,no_prompt,True
755,59,gpt-4,no_prompt,True
756,60,gpt-4,no_prompt,True
757,61,gpt-4,no_prompt,True
758,62,gpt-4,no_prompt,True
759,63,gpt-4,no_prompt,True
760,64,gpt-4,no_prompt,False
761,65,gpt-4,no_prompt,True
762,66,gpt-4,no_prompt,True
763,67,gpt-4,no_prompt,True
764,68,gpt-4,no_prompt,True
765,69,gpt-4,no_prompt,True
766,70,gpt-4,no_prompt,True
767,71,gpt-4,no_prompt,False
768,72,gpt-4,no_prompt,True
769,73,gpt-4,no_prompt,True
770,74,gpt-4,no_prompt,True
771,75,gpt-4,no_prompt,True
772,76,gpt-4,no_prompt,False
773,77,gpt-4,no_prompt,False
774,78,gpt-4,no_prompt,False
775,79,gpt-4,no_prompt,True
776,80,gpt-4,no_prompt,False
777,81,gpt-4,no_prompt,True
778,82,gpt-4,no_prompt,False
779,83,gpt-4,no_prompt,True
780,84,gpt-4,no_prompt,True
781,85,gpt-4,no_prompt,True
782,86,gpt-4,no_prompt,False
