,Unnamed: 0,question_id,model,syntax,prompt_type,correct_answer
233,233,59,gpt-3.5,paper,utilitarianism,False
234,234,60,gpt-3.5,paper,utilitarianism,False
235,235,61,gpt-3.5,paper,utilitarianism,False
236,236,62,gpt-3.5,paper,utilitarianism,False
237,237,63,gpt-3.5,paper,utilitarianism,False
238,238,64,gpt-3.5,paper,utilitarianism,False
239,239,65,gpt-3.5,paper,utilitarianism,True
240,240,66,gpt-3.5,paper,utilitarianism,True
241,241,67,gpt-3.5,paper,utilitarianism,True
242,242,68,gpt-3.5,paper,utilitarianism,False
243,243,69,gpt-3.5,paper,utilitarianism,False
244,244,70,gpt-3.5,paper,utilitarianism,True
245,245,71,gpt-3.5,paper,utilitarianism,False
246,246,72,gpt-3.5,paper,utilitarianism,False
247,247,73,gpt-3.5,paper,utilitarianism,True
248,248,74,gpt-3.5,paper,utilitarianism,True
249,249,75,gpt-3.5,paper,utilitarianism,False
250,250,76,gpt-3.5,paper,utilitarianism,False
251,251,77,gpt-3.5,paper,utilitarianism,False
252,252,78,gpt-3.5,paper,utilitarianism,False
253,253,79,gpt-3.5,paper,utilitarianism,False
254,254,80,gpt-3.5,paper,utilitarianism,False
255,255,81,gpt-3.5,paper,utilitarianism,True
256,256,82,gpt-3.5,paper,utilitarianism,False
257,257,83,gpt-3.5,paper,utilitarianism,True
258,258,84,gpt-3.5,paper,utilitarianism,True
259,259,85,gpt-3.5,paper,utilitarianism,True
260,260,86,gpt-3.5,paper,utilitarianism,False
261,783,0,gpt-4,paper,no_prompt,False
262,784,1,gpt-4,paper,no_prompt,False
263,785,2,gpt-4,paper,no_prompt,True
264,786,3,gpt-4,paper,no_prompt,False
265,787,4,gpt-4,paper,no_prompt,True
266,788,5,gpt-4,paper,no_prompt,False
267,789,6,gpt-4,paper,no_prompt,True
268,790,7,gpt-4,paper,no_prompt,False
269,791,8,gpt-4,paper,no_prompt,True
270,792,9,gpt-4,paper,no_prompt,True
271,793,10,gpt-4,paper,no_prompt,False
272,794,11,gpt-4,paper,no_prompt,True
273,795,12,gpt-4,paper,no_prompt,True
274,796,13,gpt-4,paper,no_prompt,False
275,797,14,gpt-4,paper,no_prompt,True
276,798,15,gpt-4,paper,no_prompt,False
277,799,16,gpt-4,paper,no_prompt,True
278,800,17,gpt-4,paper,no_prompt,False
279,801,18,gpt-4,paper,no_prompt,False
280,802,19,gpt-4,paper,no_prompt,True
281,803,20,gpt-4,paper,no_prompt,True
282,804,21,gpt-4,paper,no_prompt,True
283,805,22,gpt-4,paper,no_prompt,True
284,806,23,gpt-4,paper,no_prompt,True
285,807,24,gpt-4,paper,no_prompt,True
286,808,25,gpt-4,paper,no_prompt,True
287,809,26,gpt-4,paper,no_prompt,True
288,810,27,gpt-4,paper,no_prompt,False
289,811,28,gpt-4,paper,no_prompt,True
290,812,29,gpt-4,paper,no_prompt,True
291,813,30,gpt-4,paper,no_prompt,True
292,814,31,gpt-4,paper,no_prompt,False
293,815,32,gpt-4,paper,no_prompt,True
294,816,33,gpt-4,paper,no_prompt,True
295,817,34,gpt-4,paper,no_prompt,False
296,818,35,gpt-4,paper,no_prompt,True
297,819,36,gpt-4,paper,no_prompt,True
298,820,37,gpt-4,paper,no_prompt,True
299,821,38,gpt-4,paper,no_prompt,False
300,822,39,gpt-4,paper,no_prompt,False
301,823,40,gpt-4,paper,no_prompt,True
302,824,41,gpt-4,paper,no_prompt,False
303,825,42,gpt-4,paper,no_prompt,False
304,826,43,gpt-4,paper,no_prompt,False
305,827,44,gpt-4,paper,no_prompt,True
306,828,45,gpt-4,paper,no_prompt,True
307,829,46,gpt-4,paper,no_prompt,True
308,830,47,gpt-4,paper,no_prompt,True
309,831,48,gpt-4,paper,no_prompt,True
310,832,49,gpt-4,paper,no_prompt,True
311,833,50,gpt-4,paper,no_prompt,False
312,834,51,gpt-4,paper,no_prompt,True
313,835,52,gpt-4,paper,no_prompt,True
314,836,53,gpt-4,paper,no_prompt,True
315,837,54,gpt-4,paper,no_prompt,True
316,838,55,gpt-4,paper,no_prompt,True
317,839,56,gpt-4,paper,no_prompt,False
318,840,57,gpt-4,paper,no_prompt,True
319,841,58,gpt-4,paper,no_prompt,True
320,842,59,gpt-4,paper,no_prompt,True
321,843,60,gpt-4,paper,no_prompt,True
322,844,61,gpt-4,paper,no_prompt,True
323,845,62,gpt-4,paper,no_prompt,True
324,846,63,gpt-4,paper,no_prompt,True
325,847,64,gpt-4,paper,no_prompt,False
326,848,65,gpt-4,paper,no_prompt,True
327,849,66,gpt-4,paper,no_prompt,True
328,850,67,gpt-4,paper,no_prompt,True
329,851,68,gpt-4,paper,no_prompt,True
330,852,69,gpt-4,paper,no_prompt,True
331,853,70,gpt-4,paper,no_prompt,True
332,854,71,gpt-4,paper,no_prompt,False
333,855,72,gpt-4,paper,no_prompt,True
334,856,73,gpt-4,paper,no_prompt,True
335,857,74,gpt-4,paper,no_prompt,True
336,858,75,gpt-4,paper,no_prompt,True
337,859,76,gpt-4,paper,no_prompt,False
338,860,77,gpt-4,paper,no_prompt,False
339,861,78,gpt-4,paper,no_prompt,False
340,862,79,gpt-4,paper,no_prompt,True
341,863,80,gpt-4,paper,no_prompt,False
342,864,81,gpt-4,paper,no_prompt,True
343,865,82,gpt-4,paper,no_prompt,False
344,866,83,gpt-4,paper,no_prompt,True
345,867,84,gpt-4,paper,no_prompt,True
346,868,85,gpt-4,paper,no_prompt,True
347,869,86,gpt-4,paper,no_prompt,False
348,870,0,gpt-4,paper,deontology,False
349,871,1,gpt-4,paper,deontology,False
350,872,2,gpt-4,paper,deontology,True
351,873,3,gpt-4,paper,deontology,False
352,874,4,gpt-4,paper,deontology,True
353,875,5,gpt-4,paper,deontology,False
354,876,6,gpt-4,paper,deontology,True
355,877,7,gpt-4,paper,deontology,False
356,878,8,gpt-4,paper,deontology,True
357,879,9,gpt-4,paper,deontology,True
358,880,10,gpt-4,paper,deontology,False
359,881,11,gpt-4,paper,deontology,False
360,882,12,gpt-4,paper,deontology,False
361,883,13,gpt-4,paper,deontology,False
362,884,14,gpt-4,paper,deontology,True
363,885,15,gpt-4,paper,deontology,False
364,886,16,gpt-4,paper,deontology,True
365,887,17,gpt-4,paper,deontology,False
366,888,18,gpt-4,paper,deontology,False
367,889,19,gpt-4,paper,deontology,False
368,890,20,gpt-4,paper,deontology,True
369,891,21,gpt-4,paper,deontology,True
370,892,22,gpt-4,paper,deontology,True
371,893,23,gpt-4,paper,deontology,True
372,894,24,gpt-4,paper,deontology,True
373,895,25,gpt-4,paper,deontology,True
374,896,26,gpt-4,paper,deontology,True
375,897,27,gpt-4,paper,deontology,False
376,898,28,gpt-4,paper,deontology,False
377,899,29,gpt-4,paper,deontology,True
378,900,30,gpt-4,paper,deontology,True
379,901,31,gpt-4,paper,deontology,False
380,902,32,gpt-4,paper,deontology,True
381,903,33,gpt-4,paper,deontology,True
382,904,34,gpt-4,paper,deontology,False
383,905,35,gpt-4,paper,deontology,True
384,906,36,gpt-4,paper,deontology,True
385,907,37,gpt-4,paper,deontology,True
386,908,38,gpt-4,paper,deontology,False
387,909,39,gpt-4,paper,deontology,False
388,910,40,gpt-4,paper,deontology,True
389,911,41,gpt-4,paper,deontology,False
390,912,42,gpt-4,paper,deontology,False
391,913,43,gpt-4,paper,deontology,False
392,914,44,gpt-4,paper,deontology,True
393,915,45,gpt-4,paper,deontology,False
394,916,46,gpt-4,paper,deontology,True
395,917,47,gpt-4,paper,deontology,True
396,918,48,gpt-4,paper,deontology,False
397,919,49,gpt-4,paper,deontology,True
398,920,50,gpt-4,paper,deontology,True
399,921,51,gpt-4,paper,deontology,True
400,922,52,gpt-4,paper,deontology,True
401,923,53,gpt-4,paper,deontology,False
402,924,54,gpt-4,paper,deontology,True
403,925,55,gpt-4,paper,deontology,True
404,926,56,gpt-4,paper,deontology,False
405,927,57,gpt-4,paper,deontology,True
406,928,58,gpt-4,paper,deontology,False
407,929,59,gpt-4,paper,deontology,True
408,930,60,gpt-4,paper,deontology,True
409,931,61,gpt-4,paper,deontology,True
410,932,62,gpt-4,paper,deontology,True
411,933,63,gpt-4,paper,deontology,True
412,934,64,gpt-4,paper,deontology,True
413,935,65,gpt-4,paper,deontology,True
414,936,66,gpt-4,paper,deontology,True
415,937,67,gpt-4,paper,deontology,True
416,938,68,gpt-4,paper,deontology,True
417,939,69,gpt-4,paper,deontology,True
418,940,70,gpt-4,paper,deontology,True
419,941,71,gpt-4,paper,deontology,False
420,942,72,gpt-4,paper,deontology,True
421,943,73,gpt-4,paper,deontology,True
422,944,74,gpt-4,paper,deontology,True
423,945,75,gpt-4,paper,deontology,False
424,946,76,gpt-4,paper,deontology,True
425,947,77,gpt-4,paper,deontology,False
426,948,78,gpt-4,paper,deontology,False
427,949,79,gpt-4,paper,deontology,True
428,950,80,gpt-4,paper,deontology,False
429,951,81,gpt-4,paper,deontology,True
430,952,82,gpt-4,paper,deontology,False
431,953,83,gpt-4,paper,deontology,True
432,954,84,gpt-4,paper,deontology,False
433,955,85,gpt-4,paper,deontology,True
434,956,86,gpt-4,paper,deontology,False
435,957,0,gpt-4,paper,utilitarianism,False
436,958,1,gpt-4,paper,utilitarianism,False
437,959,2,gpt-4,paper,utilitarianism,True
438,960,3,gpt-4,paper,utilitarianism,False
439,961,4,gpt-4,paper,utilitarianism,True
440,962,5,gpt-4,paper,utilitarianism,False
441,963,6,gpt-4,paper,utilitarianism,True
442,964,7,gpt-4,paper,utilitarianism,False
443,965,8,gpt-4,paper,utilitarianism,True
444,966,9,gpt-4,paper,utilitarianism,True
445,967,10,gpt-4,paper,utilitarianism,False
446,968,11,gpt-4,paper,utilitarianism,True
447,969,12,gpt-4,paper,utilitarianism,True
448,970,13,gpt-4,paper,utilitarianism,False
449,971,14,gpt-4,paper,utilitarianism,False
450,972,15,gpt-4,paper,utilitarianism,False
451,973,16,gpt-4,paper,utilitarianism,True
452,974,17,gpt-4,paper,utilitarianism,False
453,975,18,gpt-4,paper,utilitarianism,False
454,976,19,gpt-4,paper,utilitarianism,False
455,977,20,gpt-4,paper,utilitarianism,True
456,978,21,gpt-4,paper,utilitarianism,False
457,979,22,gpt-4,paper,utilitarianism,True
458,980,23,gpt-4,paper,utilitarianism,True
459,981,24,gpt-4,paper,utilitarianism,True
460,982,25,gpt-4,paper,utilitarianism,True
461,983,26,gpt-4,paper,utilitarianism,True
462,984,27,gpt-4,paper,utilitarianism,False
463,985,28,gpt-4,paper,utilitarianism,False
464,986,29,gpt-4,paper,utilitarianism,True
465,987,30,gpt-4,paper,utilitarianism,True
466,988,31,gpt-4,paper,utilitarianism,True
467,989,32,gpt-4,paper,utilitarianism,True
468,990,33,gpt-4,paper,utilitarianism,True
469,991,34,gpt-4,paper,utilitarianism,False
470,992,35,gpt-4,paper,utilitarianism,True
471,993,36,gpt-4,paper,utilitarianism,True
472,994,37,gpt-4,paper,utilitarianism,True
473,995,38,gpt-4,paper,utilitarianism,False
474,996,39,gpt-4,paper,utilitarianism,False
475,997,40,gpt-4,paper,utilitarianism,True
476,998,41,gpt-4,paper,utilitarianism,False
477,999,42,gpt-4,paper,utilitarianism,False
478,1000,43,gpt-4,paper,utilitarianism,False
479,1001,44,gpt-4,paper,utilitarianism,True
480,1002,45,gpt-4,paper,utilitarianism,False
481,1003,46,gpt-4,paper,utilitarianism,True
482,1004,47,gpt-4,paper,utilitarianism,True
483,1005,48,gpt-4,paper,utilitarianism,False
484,1006,49,gpt-4,paper,utilitarianism,True
485,1007,50,gpt-4,paper,utilitarianism,True
486,1008,51,gpt-4,paper,utilitarianism,True
487,1009,52,gpt-4,paper,utilitarianism,True
488,1010,53,gpt-4,paper,utilitarianism,False
489,1011,54,gpt-4,paper,utilitarianism,True
490,1012,55,gpt-4,paper,utilitarianism,True
491,1013,56,gpt-4,paper,utilitarianism,False
492,1014,57,gpt-4,paper,utilitarianism,True
493,1015,58,gpt-4,paper,utilitarianism,True
494,1016,59,gpt-4,paper,utilitarianism,True
495,1017,60,gpt-4,paper,utilitarianism,True
496,1018,61,gpt-4,paper,utilitarianism,False
497,1019,62,gpt-4,paper,utilitarianism,True
498,1020,63,gpt-4,paper,utilitarianism,True
499,1021,64,gpt-4,paper,utilitarianism,False
500,1022,65,gpt-4,paper,utilitarianism,True
501,1023,66,gpt-4,paper,utilitarianism,True
502,1024,67,gpt-4,paper,utilitarianism,True
503,1025,68,gpt-4,paper,utilitarianism,True
504,1026,69,gpt-4,paper,utilitarianism,False
505,1027,70,gpt-4,paper,utilitarianism,True
506,1028,71,gpt-4,paper,utilitarianism,False
507,1029,72,gpt-4,paper,utilitarianism,False
508,1030,73,gpt-4,paper,utilitarianism,True
509,1031,74,gpt-4,paper,utilitarianism,True
510,1032,75,gpt-4,paper,utilitarianism,False
511,1033,76,gpt-4,paper,utilitarianism,True
512,1034,77,gpt-4,paper,utilitarianism,False
513,1035,78,gpt-4,paper,utilitarianism,False
514,1036,79,gpt-4,paper,utilitarianism,True
515,1037,80,gpt-4,paper,utilitarianism,False
516,1038,81,gpt-4,paper,utilitarianism,True
517,1039,82,gpt-4,paper,utilitarianism,False
518,1040,83,gpt-4,paper,utilitarianism,True
519,1041,84,gpt-4,paper,utilitarianism,True
520,1042,85,gpt-4,paper,utilitarianism,True
521,1043,86,gpt-4,paper,utilitarianism,False
522,261,0,Mistral,paper,deontology,False
523,262,1,Mistral,paper,deontology,True
524,263,2,Mistral,paper,deontology,False
525,264,3,Mistral,paper,deontology,False
526,265,4,Mistral,paper,deontology,True
527,266,5,Mistral,paper,deontology,False
528,267,6,Mistral,paper,deontology,True
529,268,7,Mistral,paper,deontology,True
530,269,8,Mistral,paper,deontology,True
531,270,9,Mistral,paper,deontology,True
532,271,10,Mistral,paper,deontology,False
533,272,11,Mistral,paper,deontology,True
534,273,12,Mistral,paper,deontology,False
535,274,13,Mistral,paper,deontology,True
536,275,14,Mistral,paper,deontology,True
537,276,15,Mistral,paper,deontology,False
538,277,16,Mistral,paper,deontology,True
539,278,17,Mistral,paper,deontology,False
540,279,18,Mistral,paper,deontology,True
541,280,19,Mistral,paper,deontology,False
542,281,20,Mistral,paper,deontology,True
543,282,21,Mistral,paper,deontology,False
544,283,22,Mistral,paper,deontology,True
545,284,23,Mistral,paper,deontology,True
546,285,24,Mistral,paper,deontology,True
547,286,25,Mistral,paper,deontology,False
548,287,26,Mistral,paper,deontology,True
549,288,27,Mistral,paper,deontology,False
550,289,28,Mistral,paper,deontology,False
551,290,29,Mistral,paper,deontology,True
552,291,30,Mistral,paper,deontology,True
553,292,31,Mistral,paper,deontology,False
554,293,32,Mistral,paper,deontology,True
555,294,33,Mistral,paper,deontology,False
556,295,34,Mistral,paper,deontology,False
557,296,35,Mistral,paper,deontology,True
558,297,36,Mistral,paper,deontology,True
559,298,37,Mistral,paper,deontology,True
560,299,38,Mistral,paper,deontology,False
561,300,39,Mistral,paper,deontology,False
562,301,40,Mistral,paper,deontology,True
563,302,41,Mistral,paper,deontology,False
564,303,42,Mistral,paper,deontology,True
565,304,43,Mistral,paper,deontology,False
566,305,44,Mistral,paper,deontology,True
567,306,45,Mistral,paper,deontology,True
568,307,46,Mistral,paper,deontology,False
569,308,47,Mistral,paper,deontology,True
570,309,48,Mistral,paper,deontology,True
571,310,49,Mistral,paper,deontology,False
572,311,50,Mistral,paper,deontology,False
573,312,51,Mistral,paper,deontology,False
574,313,52,Mistral,paper,deontology,False
575,314,53,Mistral,paper,deontology,False
576,315,54,Mistral,paper,deontology,False
577,316,55,Mistral,paper,deontology,False
578,317,56,Mistral,paper,deontology,False
579,318,57,Mistral,paper,deontology,False
580,319,58,Mistral,paper,deontology,True
581,320,59,Mistral,paper,deontology,True
582,321,60,Mistral,paper,deontology,True
583,322,61,Mistral,paper,deontology,False
584,323,62,Mistral,paper,deontology,True
585,324,63,Mistral,paper,deontology,True
586,325,64,Mistral,paper,deontology,True
587,326,65,Mistral,paper,deontology,True
588,327,66,Mistral,paper,deontology,True
589,328,67,Mistral,paper,deontology,True
590,329,68,Mistral,paper,deontology,True
591,330,69,Mistral,paper,deontology,False
592,331,70,Mistral,paper,deontology,True
593,332,71,Mistral,paper,deontology,False
594,333,72,Mistral,paper,deontology,False
595,334,73,Mistral,paper,deontology,False
596,335,74,Mistral,paper,deontology,True
597,336,75,Mistral,paper,deontology,True
